,formattedPrice,Neighborhood,Year Built
2905,"$164,000.00",Mitchel,1998
2906,"$153,500.00",Mitchel,1998
2907,"$84,500.00",Mitchel,2006
2908,"$104,500.00",MeadowV,1977
2909,"$127,000.00",MeadowV,1977
2910,"$151,400.00",MeadowV,1973
2911,"$126,500.00",Mitchel,1968
2912,"$146,500.00",Mitchel,1970
2913,"$73,000.00",MeadowV,1970
2914,"$79,400.00",MeadowV,1972
2915,"$140,000.00",Mitchel,1969
2916,"$92,000.00",MeadowV,1970
2917,"$87,550.00",MeadowV,1970
2918,"$79,500.00",MeadowV,1970
2919,"$90,500.00",MeadowV,1970
2920,"$71,000.00",MeadowV,1970
2921,"$150,900.00",Mitchel,1976
2922,"$188,000.00",Mitchel,1976
2923,"$160,000.00",Mitchel,1977
2924,"$131,000.00",Mitchel,1960
2925,"$142,500.00",Mitchel,1984
2926,"$131,000.00",Mitchel,1983
2927,"$132,000.00",Mitchel,1992
2928,"$170,000.00",Mitchel,1974
2929,"$188,000.00",Mitchel,1993
